benchmark_id,q_tag,skeleton_sql,example_question,mimiciii_query_template,mimiciv_cdm_query_template,tag_items,tag_item_subtypes,value_arguments,observed_tag_item_signature_count,observed_value_count,skeleton_variant_candidate,variant_risk_level,variant_driver_tag_items,variant_reason
ehrsql_020,how many [unit_count] have passed since patient {patient_id} was admitted to the icu currently?,"select {unit_count_between:vd.visit_detail_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_detail vd join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} and vd.visit_detail_start_datetime <= {anchor_timestamp} and coalesce(vd.visit_detail_end_datetime, {anchor_timestamp}) >= {anchor_timestamp} {source_value_filter:icu_visit:vd.visit_detail_source_value}",How many days have passed since patient 1561 was admitted to the ICU?,"select 1 * ( strftime('%j',current_time) - strftime('%j',icustays.intime) ) from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 65582 ) and icustays.outtime is null","select {unit_count_between:vd.visit_detail_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_detail vd join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} and vd.visit_detail_start_datetime <= {anchor_timestamp} and coalesce(vd.visit_detail_end_datetime, {anchor_timestamp}) >= {anchor_timestamp} {source_value_filter:icu_visit:vd.visit_detail_source_value}",unit_count,unit_count: days | hours,patient_id,2,4,NO,low,,current visit simulated with anchor containment at 2215-01-16
ehrsql_019,how many [unit_count] have passed since patient {patient_id} was admitted to the hospital currently?,"select {unit_count_between:v.visit_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_start_datetime <= {anchor_timestamp} and coalesce(v.visit_end_datetime, {anchor_timestamp}) >= {anchor_timestamp}",How many hours have passed since patient 55360 was admitted to the hospital?,"select 1 * ( strftime('%j',current_time) - strftime('%j',admissions.admittime) ) from admissions where admissions.subject_id = 83062 and admissions.dischtime is null","select {unit_count_between:v.visit_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_start_datetime <= {anchor_timestamp} and coalesce(v.visit_end_datetime, {anchor_timestamp}) >= {anchor_timestamp}",unit_count,unit_count: hours,patient_id,1,4,NO,low,,current visit simulated with anchor containment at 2215-01-16
ehrsql_127,count the number of patients who stayed in ward {ward_id} [time_filter_global1].,select count(distinct vd.person_id) from <SCHEMA>.visit_detail vd where 1=1 {care_site_filter:ward_id:vd.care_site_id} {time_filter_global1:vd.visit_detail_start_date},What was the total number of patients in ward 36?,"select count( distinct admissions.subject_id ) from admissions where admissions.hadm_id in ( select transfers.hadm_id from transfers where transfers.wardid = 49 and datetime(transfers.intime,'start of year') = datetime(current_time,'start of year','-1 year') )",select count(distinct vd.person_id) from <SCHEMA>.visit_detail vd where 1=1 {care_site_filter:ward_id:vd.care_site_id} {time_filter_global1:vd.visit_detail_start_date},time_filter_global1,time_filter_global1: abs-year-in | abs-year-until | null | rel-year-until,ward_id,4,6,NO,low,,
ehrsql_128,count the number of patients who stayed in careunit {careunit} [time_filter_global1].,select count(distinct vd.person_id) from <SCHEMA>.visit_detail vd where 1=1 {care_site_filter:careunit:vd.care_site_id} {time_filter_global1:vd.visit_detail_start_date},How many patients are in hospital care unit CCU since 1 year ago?,"select count( distinct admissions.subject_id ) from admissions where admissions.hadm_id in ( select transfers.hadm_id from transfers where transfers.careunit = 'tsicu' and datetime(transfers.intime) <= datetime(current_time,'-2 year') )",select count(distinct vd.person_id) from <SCHEMA>.visit_detail vd where 1=1 {care_site_filter:careunit:vd.care_site_id} {time_filter_global1:vd.visit_detail_start_date},time_filter_global1,time_filter_global1: abs-year-until | rel-year-since | rel-year-this,careunit,3,3,NO,low,,
ehrsql_057,when was the [time_filter_exact1] hospital admission time of patient {patient_id} [time_filter_global1]?,select v.visit_start_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime},"Since 2102, what was the first hospital admission time for patient 29410?","select admissions.admittime from admissions where admissions.subject_id = 16549 and strftime('%y',admissions.admittime) <= '2104' order by admissions.admittime asc limit 1",select v.visit_start_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-since | abs-year-until | null | rel-year-this | rel-year-until,patient_id,8,8,NO,low,,
ehrsql_028,what was the [time_filter_exact1] ward of patient {patient_id} [time_filter_global1]?,"select coalesce(cs.care_site_name, vd.visit_detail_source_value) as answer from <SCHEMA>.visit_detail vd left join <SCHEMA>.care_site cs on cs.care_site_id = vd.care_site_id join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} {source_value_filter:ward:vd.visit_detail_source_value} {time_filter_global1:vd.visit_detail_start_date} {time_filter_exact1:vd.visit_detail_start_datetime}",Tell me the last ward ID patient 16169 got in their last hospital encounter.,"select transfers.wardid from transfers where transfers.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 99135 ) and transfers.wardid is not null and datetime(transfers.intime,'start of year') = datetime(current_time,'start of year','-1 year') order by transfers.intime desc limit 1","select coalesce(cs.care_site_name, vd.visit_detail_source_value) as answer from <SCHEMA>.visit_detail vd left join <SCHEMA>.care_site cs on cs.care_site_id = vd.care_site_id join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} {source_value_filter:ward:vd.visit_detail_source_value} {time_filter_global1:vd.visit_detail_start_date} {time_filter_exact1:vd.visit_detail_start_datetime}",time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-in | rel-hosp-cur | rel-hosp-last | rel-year-this,patient_id,4,4,NO,low,,
ehrsql_029,what was the [time_filter_exact1] careunit of patient {patient_id} [time_filter_global1]?,"select coalesce(cs.care_site_name, vd.visit_detail_source_value) as answer from <SCHEMA>.visit_detail vd left join <SCHEMA>.care_site cs on cs.care_site_id = vd.care_site_id join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} {source_value_filter:careunit:vd.visit_detail_source_value} {time_filter_global1:vd.visit_detail_start_date} {time_filter_exact1:vd.visit_detail_start_datetime}",What was the first ID of the care unit for patient 25461 on their first hospital encounter?,select transfers.careunit from transfers where transfers.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 7375 ) and transfers.careunit is not null order by transfers.intime asc limit 1,"select coalesce(cs.care_site_name, vd.visit_detail_source_value) as answer from <SCHEMA>.visit_detail vd left join <SCHEMA>.care_site cs on cs.care_site_id = vd.care_site_id join <SCHEMA>.person p on p.person_id = vd.person_id where p.person_source_value = {patient_id} {source_value_filter:careunit:vd.visit_detail_source_value} {time_filter_global1:vd.visit_detail_start_date} {time_filter_exact1:vd.visit_detail_start_datetime}",time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: null | rel-hosp-first | rel-hosp-last | rel-year-this,patient_id,4,4,NO,low,,
ehrsql_027,what was the [time_filter_exact1] hospital admission type of patient {patient_id} [time_filter_global1]?,"select coalesce(c.concept_name, v.visit_source_value) as answer from <SCHEMA>.visit_occurrence v left join <SCHEMA>.concept c on c.concept_id = v.visit_concept_id join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime}",What was the last type of hospital admission for patient 18678 last year?,"select admissions.admission_type from admissions where admissions.subject_id = 9297 and strftime('%y',admissions.admittime) >= '2101' order by admissions.admittime desc limit 1","select coalesce(c.concept_name, v.visit_source_value) as answer from <SCHEMA>.visit_occurrence v left join <SCHEMA>.concept c on c.concept_id = v.visit_concept_id join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime}",time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-until | null | rel-year-last | rel-year-until,patient_id,5,5,NO,low,,
ehrsql_059,when was the [time_filter_exact1] hospital discharge time of patient {patient_id} [time_filter_global1]?,select v.visit_end_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_end_datetime is not null {time_filter_global1:v.visit_end_date} {time_filter_exact1:v.visit_end_datetime},"What was the first time patient 30987 was discharged from the hospital, since 2104?","select admissions.dischtime from admissions where admissions.dischtime is not null and admissions.subject_id = 95088 and datetime(admissions.dischtime,'start of year') = datetime(current_time,'start of year','-1 year') order by admissions.dischtime desc limit 1",select v.visit_end_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_end_datetime is not null {time_filter_global1:v.visit_end_date} {time_filter_exact1:v.visit_end_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-in | abs-year-since | rel-year-last | rel-year-this | rel-year-until,patient_id,6,7,NO,low,,
ehrsql_058,when was the [time_filter_exact1] hospital admission time that patient {patient_id} was admitted via {admission_route} [time_filter_global1]?,select v.visit_start_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {source_value_filter:admission_route:v.admitting_source_value} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime},"When was the first hospital admission time for patient 27656, admitted via emergency room admit, until 2 years ago?",select admissions.admittime from admissions where admissions.subject_id = 21302 and admissions.admission_location = 'transfer from hosp/extram' order by admissions.admittime desc limit 1,select v.visit_start_datetime as answer from <SCHEMA>.visit_occurrence v join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} {source_value_filter:admission_route:v.admitting_source_value} {time_filter_global1:v.visit_start_date} {time_filter_exact1:v.visit_start_datetime},time_filter_exact1; time_filter_global1,time_filter_exact1: exact-first | exact-last; time_filter_global1: abs-year-in | abs-year-since | rel-year-last | rel-year-since | rel-year-this | rel-year-until,admission_route; patient_id,6,10,NO,low,,
ehrsql_022,how many [unit_count] have passed since the [time_filter_exact1] time patient {patient_id} stayed in ward {ward_id} on the current hospital visit?,"select {unit_count_between:vd.visit_detail_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_detail vd join <SCHEMA>.visit_occurrence v on v.visit_occurrence_id = vd.visit_occurrence_id join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_start_datetime <= {anchor_timestamp} and coalesce(v.visit_end_datetime, {anchor_timestamp}) >= {anchor_timestamp} {care_site_filter:ward_id:vd.care_site_id} {time_filter_exact1:vd.visit_detail_start_datetime}",How many hours have passed since patient 12927 last visited Ward 23 during the current hospital visit?,"select 24 * ( strftime('%j',current_time) - strftime('%j',transfers.intime) ) from transfers where transfers.icustay_id in ( select icustays.icustay_id from icustays where icustays.hadm_id in ( select admissions.hadm_id from admissions where admissions.subject_id = 17667 and admissions.dischtime is null ) ) and transfers.wardid = 23 order by transfers.intime desc limit 1","select {unit_count_between:vd.visit_detail_start_datetime,{anchor_timestamp}} as answer from <SCHEMA>.visit_detail vd join <SCHEMA>.visit_occurrence v on v.visit_occurrence_id = vd.visit_occurrence_id join <SCHEMA>.person p on p.person_id = v.person_id where p.person_source_value = {patient_id} and v.visit_start_datetime <= {anchor_timestamp} and coalesce(v.visit_end_datetime, {anchor_timestamp}) >= {anchor_timestamp} {care_site_filter:ward_id:vd.care_site_id} {time_filter_exact1:vd.visit_detail_start_datetime}",unit_count; time_filter_exact1,time_filter_exact1: exact-first | exact-last; unit_count: days | hours,patient_id; ward_id,3,10,NO,low,,current visit simulated with anchor containment at 2215-01-16
